No,sales,price,brand,feat
3099,6528,1.58,dominicks,0
3100,9728,1.58,dominicks,0
3101,4928,1.58,dominicks,0
3102,2944,1.58,dominicks,0
3103,4224,1.58,dominicks,0
3104,25151.99999,1.29,dominicks,1
3105,6528,1.29,dominicks,0
3106,2816,1.89,dominicks,0
3107,7232,1.99,dominicks,0
3108,4672,1.69,dominicks,0
3109,9984,1.69,dominicks,0
3110,4352,1.99,dominicks,0
3111,2624,1.99,dominicks,0
3112,2432,1.99,dominicks,0
3113,2240,1.99,dominicks,0
3114,4160,1.29,dominicks,0
3115,3648,1.99,dominicks,0
3116,5568,1.69,dominicks,0
3117,12992,1.49,dominicks,1
3118,3392,1.89,dominicks,1
3119,3712,1.99,dominicks,0
3120,4288,1.79,dominicks,0
3121,5504,1.29,dominicks,0
3122,1280,1.99,dominicks,0
3123,1024,2.13,dominicks,0
3124,960,2.13,dominicks,0
3125,8000,1.49,dominicks,0
3126,6976,2.13,dominicks,0
3127,10112,3.87,tropicana,0
3128,10432,3.87,tropicana,0
3129,12288,3.87,tropicana,0
3130,9344,3.87,tropicana,0
3131,9600,3.87,tropicana,0
3132,10752,3.87,tropicana,0
3133,9344,3.87,tropicana,0
3134,8832,3.87,tropicana,0
3135,11840,3.87,tropicana,0
3136,9216,3.87,tropicana,0
3137,11072,3.87,tropicana,0
3138,9280,3.87,tropicana,0
3139,17472,3.29,tropicana,0
3140,11584,3.29,tropicana,0
3141,13056,3.29,tropicana,0
3142,8896,3.87,tropicana,0
3143,19648,3.29,tropicana,1
3144,12352,3.29,tropicana,0
3145,7936,3.56,tropicana,0
3146,8896,3.56,tropicana,0
3147,9664,3.56,tropicana,0
3148,10240,3.56,tropicana,0
3149,13888,3.87,tropicana,0
3150,25728,2.99,tropicana,0
3151,18304,2.99,tropicana,0
3152,8320,3.59,tropicana,0
3153,9600,3.59,tropicana,0
3154,46592.00002,2.39,tropicana,0
3155,17984,2.39,tropicana,0
3156,15808,3.59,tropicana,0
3157,26431.99999,2.59,tropicana,0
3158,15488,2.59,tropicana,0
3159,8512,3.59,tropicana,0
3160,10944,3.59,tropicana,0
3161,42624,2.49,tropicana,0
3162,10752,3.59,tropicana,0
3163,6592,3.59,tropicana,0
3164,9664,3.59,tropicana,0
3165,7296,3.59,tropicana,0
3166,9536,3.59,tropicana,0
3167,7488,3.59,tropicana,0
3168,67519.99998,1.69,tropicana,1
3169,14592,3.59,tropicana,0
3170,81791.99998,1.99,tropicana,1
3171,21376,3.59,tropicana,0
3172,86911.99996,1.99,tropicana,1
3173,26240,1.99,tropicana,0
3174,9344,3.59,tropicana,0
3175,42880.00001,2.29,tropicana,1
3176,9088,3.59,tropicana,0
3177,8832,3.59,tropicana,0
3178,92671.99997,1.99,tropicana,0
3179,15168,1.99,tropicana,0
3180,9024,3.59,tropicana,0
3181,32960,3.59,tropicana,0
3182,56383.99998,1.99,tropicana,0
3183,36160.00002,1.99,tropicana,0
3184,29503.99999,1.99,tropicana,0
3185,16704,3.59,tropicana,1
3186,42303.99999,2.19,tropicana,0
3187,22976,2.19,tropicana,0
3188,8192,3.59,tropicana,0
3189,9920,3.59,tropicana,0
3190,8256,3.59,tropicana,0
3191,86720.00003,1.99,tropicana,1
3192,8896,3.59,tropicana,0
3193,14656,2.49,tropicana,1
3194,10816,3.59,tropicana,0
3195,8000,3.19,tropicana,0
3196,12096,3.07,tropicana,0
3197,10112,3.07,tropicana,0
3198,11776,3.07,tropicana,0
3199,13248,3.07,tropicana,0
3200,12288,3.07,tropicana,0
3201,12928,3.19,tropicana,0
3202,100352,1.99,tropicana,1
3203,16320,3.19,tropicana,0
3204,8384,3.19,tropicana,0
3205,8960,3.19,tropicana,0
3206,13760,3.19,tropicana,0
3207,30976,2.39,tropicana,0
3208,17984,2.39,tropicana,0
3209,20288,2.29,tropicana,0
3210,14464,2.29,tropicana,0
3211,8064,3.19,tropicana,0
3212,10496,3.19,tropicana,0
3213,10368,3.19,tropicana,0
3214,38592,1.99,tropicana,1
3215,10240,3.19,tropicana,0
3216,87679.99998,1.99,tropicana,1
3217,15616,1.79,tropicana,0
3218,64639.99999,1.79,tropicana,0
3219,20480,1.79,tropicana,0
3220,15552,3.19,tropicana,0
3221,36415.99998,2.5,tropicana,1
3222,31167.99999,2.5,tropicana,0
3223,8960,3.19,tropicana,0
3224,11520,3.19,tropicana,0
3225,33280,2.39,tropicana,1
3226,15040,3.19,tropicana,0
3227,11520,3.19,tropicana,0
3228,10816,3.19,tropicana,0
3229,10048,3.19,tropicana,0
3230,98816.00001,2.49,tropicana,1
3231,58624,2.49,tropicana,0
3232,11520,3.19,tropicana,1
3233,17536,2.69,tropicana,0
3234,15424,3.19,tropicana,0
3235,12864,3.19,tropicana,0
3236,8896,3.19,tropicana,0
3237,9920,3.19,tropicana,0
3238,9792,3.09,tropicana,1
3239,6912,3.19,tropicana,0
3240,25088,2.79,tropicana,1
3241,13696,3.19,tropicana,0
3242,42176.00001,2.49,tropicana,1
3243,14912,2.49,tropicana,0
3244,12800,3.19,tropicana,0
3245,19456,2.79,tropicana,1
3246,9600,2.97,tropicana,0
3247,3264,3.17,minute.maid,0
3248,61631.99999,1.99,minute.maid,1
3249,3200,3.17,minute.maid,0
3250,5504,3.17,minute.maid,0
3251,52544.00001,2.59,minute.maid,1
3252,3136,3.17,minute.maid,0
3253,10432,3.17,minute.maid,0
3254,37120,2.39,minute.maid,1
3255,4416,3.17,minute.maid,0
3256,60800,1.99,minute.maid,1
3257,3776,3.17,minute.maid,0
3258,5120,3.17,minute.maid,0
3259,5376,3.17,minute.maid,0
3260,43968.00002,2.19,minute.maid,1
3261,3712,3.17,minute.maid,0
3262,5248,3.17,minute.maid,0
3263,12928,3.17,minute.maid,0
3264,56576,1.99,minute.maid,1
3265,5568,2.91,minute.maid,0
3266,4672,3.17,minute.maid,0
3267,43072,1.99,minute.maid,1
3268,4288,3.17,minute.maid,0
3269,56896.00001,1.99,minute.maid,1
3270,18688,1.99,minute.maid,0
3271,11776,3.17,minute.maid,0
3272,56320.00001,1.99,minute.maid,1
3273,20608,1.99,minute.maid,0
3274,22528,1.99,minute.maid,0
3275,15424,1.99,minute.maid,0
3276,14464,1.99,minute.maid,0
3277,7744,2.59,minute.maid,0
3278,8256,2.59,minute.maid,0
3279,58047.99997,1.99,minute.maid,1
3280,9984,2.59,minute.maid,0
3281,9216,2.49,minute.maid,0
3282,6208,2.49,minute.maid,0
3283,13312,2.49,minute.maid,0
3284,30912,1.99,minute.maid,1
3285,7744,2.59,minute.maid,0
3286,23487.99999,2.59,minute.maid,0
3287,114368.0001,1.69,minute.maid,1
3288,24320,1.69,minute.maid,0
3289,9856,2.59,minute.maid,1
3290,13632,2.09,minute.maid,0
3291,15616,2.09,minute.maid,0
3292,11456,2.09,minute.maid,0
3293,28992,2.09,minute.maid,0
3294,166784,1.39,minute.maid,1
3295,8256,2.39,minute.maid,0
3296,8000,2.39,minute.maid,0
3297,10240,2.39,minute.maid,0
3298,6336,2.39,minute.maid,0
3299,27392,1.79,minute.maid,1
3300,23424.00001,2.39,minute.maid,0
3301,91776.00004,1.69,minute.maid,1
3302,21888,1.69,minute.maid,0
3303,4992,2.39,minute.maid,0
3304,6080,2.39,minute.maid,0
3305,4800,2.39,minute.maid,0
3306,4224,2.39,minute.maid,0
3307,6592,2.39,minute.maid,0
3308,14976,2.39,minute.maid,0
3309,121984.0001,1.29,minute.maid,1
3310,5056,2.39,minute.maid,0
3311,7488,2.39,minute.maid,0
3312,44544.00001,1.99,minute.maid,1
3313,10432,1.99,minute.maid,0
3314,19328,1.89,minute.maid,0
3315,15424,1.79,minute.maid,0
3316,10368,1.79,minute.maid,0
3317,194624,1.69,minute.maid,1
3318,9472,2.39,minute.maid,0
3319,30976,1.49,minute.maid,0
3320,5312,2.39,minute.maid,0
3321,10688,2.39,minute.maid,0
3322,15488,1.99,minute.maid,0
3323,13184,1.99,minute.maid,0
3324,10176,1.99,minute.maid,0
3325,6656,2.39,minute.maid,0
3326,7168,2.39,minute.maid,0
3327,24576,1.99,minute.maid,1
3328,20416,1.99,minute.maid,0
3329,8064,1.99,minute.maid,0
3330,39296.00002,2.49,minute.maid,1
3331,23168,2.49,minute.maid,1
3332,7872,2.49,minute.maid,0
3333,5376,2.79,minute.maid,0
3334,10176,1.99,minute.maid,0
3335,138368.0001,1.99,minute.maid,1
3336,9728,1.99,minute.maid,0
3337,8896,2.79,minute.maid,0
3338,20672,1.99,minute.maid,1
3339,10816,1.99,minute.maid,0
3340,8512,2.79,minute.maid,0
3341,29696.00001,1.99,minute.maid,1
3342,14464,1.99,minute.maid,0
3343,6720,2.79,minute.maid,0
3344,42112.00001,2.09,minute.maid,1
3345,6272,2.79,minute.maid,0
3346,7808,2.79,minute.maid,0
3347,8192,2.79,minute.maid,0
3348,43327.99999,2.09,minute.maid,1
3349,5824,2.79,minute.maid,0
3350,3968,2.89,minute.maid,0
3351,5440,2.89,minute.maid,0
3352,4736,2.89,minute.maid,0
3353,28416.00001,2,minute.maid,1
3354,8832,2.19,minute.maid,1
3355,10176,2.89,minute.maid,0
3356,58432,2.29,minute.maid,1
3357,6592,2.89,minute.maid,0
3358,5568,2.81,minute.maid,1
3359,82623.99998,1.99,minute.maid,1
3360,42752,1.99,minute.maid,1
3361,25984,1.69,minute.maid,0
3362,23487.99999,1.69,minute.maid,0
3363,42303.99999,1.99,minute.maid,1
3364,7872,2.89,minute.maid,0
3365,6464,2.69,minute.maid,0
3366,67455.99997,2.19,minute.maid,1
3367,6400,1.59,dominicks,1
3368,2880,2.69,dominicks,0
3369,2176,2.69,dominicks,0
3370,8320,2.69,dominicks,0
3371,1024,2.69,dominicks,0
3372,1728,2.69,dominicks,0
3373,4736,2.69,dominicks,0
3374,7296,2.09,dominicks,1
3375,4160,2.09,dominicks,0
3376,2560,2.09,dominicks,0
3377,3648,2.09,dominicks,0
3378,52480.00002,1.89,dominicks,1
3379,23232.00001,1.89,dominicks,0
3380,17216,1.89,dominicks,0
3381,16576,1.79,dominicks,0
3382,47936.00001,1.79,dominicks,1
3383,10944,1.79,dominicks,0
3384,2304,2.69,dominicks,0
3385,125632,1.24,dominicks,1
3386,2944,1.59,dominicks,0
3387,45247.99999,1.59,dominicks,1
3388,21632,1.29,dominicks,0
3389,43520.00002,0.99,dominicks,0
3390,18624,1.59,dominicks,1
3391,47807.99998,2.49,dominicks,1
3392,9472,2.69,dominicks,0
3393,75264.00001,1.39,dominicks,1
3394,2048,2.69,dominicks,0
3395,12672,2.69,dominicks,0
3396,2112,2.69,dominicks,0
3397,166399.9999,0.99,dominicks,1
3398,2048,2.69,dominicks,0
3399,10112,2.69,dominicks,0
3400,79039.99997,1.49,dominicks,1
3401,16128,1.49,dominicks,0
3402,1664,2.69,dominicks,0
3403,5248,2.69,dominicks,0
3404,21248,1.99,dominicks,1
3405,89728,1.09,dominicks,1
3406,1472,2.69,dominicks,0
3407,4160,2.69,dominicks,0
3408,36096.00001,1.59,dominicks,1
3409,14720,1.59,dominicks,0
3410,2944,1.59,dominicks,0
3411,141376,0.99,dominicks,1
3412,1024,2.69,dominicks,1
3413,1856,2.69,dominicks,0
3414,1472,2.69,dominicks,0
3415,6144,2.69,dominicks,0
3416,72576.00003,1.59,dominicks,1
3417,9856,1.59,dominicks,0
3418,2560,2.69,dominicks,0
3419,11328,1.49,dominicks,1
3420,10816,1.29,dominicks,0
3421,2688,1.99,dominicks,0
3422,6720,1.99,dominicks,0
3423,41279.99999,1.59,dominicks,1
3424,13504,1.59,dominicks,0
3425,15104,1.99,dominicks,0
3426,111296,0.99,dominicks,1
3427,29951.99999,0.99,dominicks,0
3428,51391.99998,1.49,dominicks,1
3429,10880,1.49,dominicks,0
3430,22528,1.39,dominicks,0
3431,23808.00001,1.39,dominicks,0
3432,16192,1.39,dominicks,0
3433,19328,1.58,dominicks,1
3434,16896,1.58,dominicks,0
3435,19840,1.58,dominicks,0
3436,46847.99998,1.58,dominicks,1
3437,14272,1.58,dominicks,0
3438,6848,1.58,dominicks,0
3439,5376,1.58,dominicks,0
3440,14912,1.58,dominicks,1
3441,11904,1.58,dominicks,0
3442,2816,1.58,dominicks,0
3443,31424,1.58,dominicks,1
3444,44480,1.58,dominicks,0
3445,41343.99999,1.58,dominicks,1
3446,6848,1.58,dominicks,0
3447,34688.00001,1.58,dominicks,1
3448,12864,1.58,dominicks,0
3449,4672,1.58,dominicks,0
3450,8576,1.58,dominicks,0
3451,30336,1.58,dominicks,0
3452,86144.00004,1.58,dominicks,0
3453,11264,1.58,dominicks,0
3454,11904,1.58,dominicks,0
3455,16576,1.58,dominicks,0
3456,14400,1.58,dominicks,0
3457,81600,1.58,dominicks,1
3458,15488,1.58,dominicks,0
3459,51263.99998,1.58,dominicks,0
3460,12224,1.58,dominicks,0
3461,4992,1.58,dominicks,0
3462,20928,1.58,dominicks,0
3463,102592,1.29,dominicks,1
3464,16640,1.29,dominicks,0
3465,12288,1.99,dominicks,0
3466,10432,1.99,dominicks,0
3467,6272,2.09,dominicks,0
3468,21632,1.69,dominicks,0
3469,94272.00002,1.69,dominicks,0
3470,37312.00001,1.69,dominicks,0
3471,8000,2.09,dominicks,0
3472,3072,1.99,dominicks,0
3473,13312,1.99,dominicks,0
3474,10368,1.29,dominicks,0
3475,6528,2.09,dominicks,0
3476,9856,1.69,dominicks,0
3477,60416.00003,1.49,dominicks,1
3478,9664,1.99,dominicks,1
3479,4032,2.09,dominicks,0
3480,22655.99999,1.89,dominicks,0
3481,5888,1.29,dominicks,0
3482,4928,2.09,dominicks,0
3483,4672,1.94,dominicks,0
3484,7872,1.94,dominicks,0
3485,56000.00002,1.49,dominicks,0
3486,10176,1.94,dominicks,0
3487,8960,3.87,tropicana,0
3488,7808,3.87,tropicana,0
3489,11968,3.87,tropicana,0
3490,8320,3.87,tropicana,0
3491,8576,3.87,tropicana,0
3492,8832,3.87,tropicana,0
3493,8768,3.87,tropicana,0
3494,7616,3.87,tropicana,0
3495,9728,3.87,tropicana,0
3496,8832,3.87,tropicana,0
3497,7808,3.87,tropicana,0
3498,7232,3.87,tropicana,0
3499,14592,3.29,tropicana,0
3500,11392,3.29,tropicana,0
3501,5440,3.29,tropicana,0
3502,9344,3.87,tropicana,0
3503,13632,2.99,tropicana,1
3504,7616,2.99,tropicana,0
3505,7040,2.99,tropicana,0
3506,8448,3.87,tropicana,0
3507,6656,3.87,tropicana,0
3508,6336,3.87,tropicana,0
3509,9600,3.87,tropicana,0
3510,16256,2.99,tropicana,0
3511,11328,2.99,tropicana,0
3512,9344,3.59,tropicana,0
3513,8768,3.59,tropicana,0
3514,13376,2.39,tropicana,0
3515,14272,3.59,tropicana,0
3516,26688,2.59,tropicana,0
3517,15424,2.59,tropicana,0
3518,7040,3.59,tropicana,0
3519,9088,3.59,tropicana,0
3520,31807.99999,2.49,tropicana,0
3521,9728,3.59,tropicana,0
3522,8512,3.59,tropicana,0
3523,7168,3.59,tropicana,0
3524,8832,3.59,tropicana,0
3525,8576,3.59,tropicana,0
3526,24448,1.99,tropicana,0
3527,68095.99998,1.69,tropicana,1
3528,6784,3.59,tropicana,0
3529,46079.99998,1.79,tropicana,1
3530,17408,3.59,tropicana,0
3531,55680,1.99,tropicana,1
3532,26368.00001,1.99,tropicana,0
3533,8896,3.59,tropicana,0
3534,25791.99999,2.29,tropicana,1
3535,7040,3.59,tropicana,0
3536,8256,3.59,tropicana,0
3537,56960,1.99,tropicana,0
3538,14144,1.99,tropicana,0
3539,6528,3.59,tropicana,0
3540,15936,3.59,tropicana,0
3541,57983.99998,1.99,tropicana,0
3542,32512,1.99,tropicana,0
3543,25535.99999,1.99,tropicana,0
3544,9792,3.59,tropicana,1
3545,39424,2.19,tropicana,0
3546,16960,2.19,tropicana,0
3547,7040,3.59,tropicana,0
3548,7296,3.59,tropicana,0
3549,41472.00001,1.99,tropicana,1
3550,12544,3.59,tropicana,0
3551,12096,2.73,tropicana,1
3552,8704,3.41,tropicana,0
3553,9344,3.14,tropicana,0
3554,11840,3.07,tropicana,0
3555,12032,3.07,tropicana,0
3556,11456,3.07,tropicana,0
3557,10880,3.12,tropicana,0
3558,11328,3.19,tropicana,0
3559,61696,1.99,tropicana,1
3560,13632,2.84,tropicana,0
3561,10752,3.19,tropicana,0
3562,8000,3.19,tropicana,0
3563,26431.99999,2.39,tropicana,0
3564,20544,2.34,tropicana,0
3565,19840,2.29,tropicana,0
3566,14592,2.52,tropicana,0
3567,10240,3.19,tropicana,0
3568,9472,3.19,tropicana,0
3569,10176,3.18,tropicana,0
3570,38592,1.99,tropicana,1
3571,8768,3.17,tropicana,0
3572,76672,1.99,tropicana,1
3573,33088,1.79,tropicana,0
3574,49792.00002,1.79,tropicana,0
3575,24383.99999,1.96,tropicana,0
3576,14848,2.87,tropicana,0
3577,31231.99999,2.5,tropicana,1
3578,21376,2.63,tropicana,0
3579,8256,3.19,tropicana,0
3580,10752,2.82,tropicana,0
3581,37120,2.39,tropicana,1
3582,11712,3.19,tropicana,0
3583,11904,3.19,tropicana,0
3584,6272,3.19,tropicana,0
3585,10624,3.19,tropicana,0
3586,69311.99998,2.49,tropicana,1
3587,32384.00001,2.32,tropicana,0
3588,44991.99999,1.99,tropicana,1
3589,9664,3.12,tropicana,1
3590,28032.00001,2.69,tropicana,0
3591,10624,3.19,tropicana,0
3592,8576,3.19,tropicana,0
3593,9152,3.19,tropicana,0
3594,11008,3.17,tropicana,0
3595,8768,3.09,tropicana,1
3596,11008,3.19,tropicana,0
3597,23872,2.79,tropicana,1
3598,16832,2.79,tropicana,0
3599,36799.99999,2.49,tropicana,1
3600,17152,2.65,tropicana,0
3601,10432,3.24,tropicana,0
3602,27967.99999,2.79,tropicana,1
3603,8640,3.03,tropicana,0
3604,3776,3.17,minute.maid,0
3605,31167.99999,1.99,minute.maid,1
3606,4608,3.17,minute.maid,0
3607,4352,3.17,minute.maid,0
3608,23487.99999,2.59,minute.maid,1
3609,3584,3.17,minute.maid,0
3610,7104,3.17,minute.maid,0
3611,18048,2.39,minute.maid,1
3612,2944,3.17,minute.maid,0
3613,26112.00001,1.99,minute.maid,1
3614,3520,3.17,minute.maid,0
3615,3776,3.17,minute.maid,0
3616,3392,3.17,minute.maid,0
3617,23296,2.19,minute.maid,1
3618,5312,3.17,minute.maid,0
3619,4736,3.17,minute.maid,0
3620,9088,3.17,minute.maid,0
3621,29119.99999,1.99,minute.maid,1
3622,6080,2.91,minute.maid,0
3623,3136,3.17,minute.maid,0
3624,25151.99999,1.99,minute.maid,1
3625,3328,3.17,minute.maid,0
3626,21056,1.99,minute.maid,1
3627,3072,1.99,minute.maid,0
3628,10432,3.17,minute.maid,0
3629,28672.00001,1.99,minute.maid,1
3630,10048,1.99,minute.maid,0
3631,10752,1.99,minute.maid,0
3632,9664,1.99,minute.maid,0
3633,6208,2.59,minute.maid,0
3634,7232,2.59,minute.maid,0
3635,31231.99999,1.99,minute.maid,1
3636,5888,2.59,minute.maid,0
3637,8128,2.49,minute.maid,0
3638,8640,2.49,minute.maid,0
3639,9088,2.49,minute.maid,0
3640,24832,1.99,minute.maid,1
3641,4736,2.59,minute.maid,0
3642,3712,2.59,minute.maid,0
3643,47807.99998,1.69,minute.maid,1
3644,12992,1.69,minute.maid,0
3645,4800,2.59,minute.maid,1
3646,7616,2.09,minute.maid,0
3647,12992,2.09,minute.maid,0
3648,9984,2.09,minute.maid,0
3649,17088,2.09,minute.maid,0
3650,93568.00003,1.39,minute.maid,1
3651,7424,2.39,minute.maid,0
3652,8320,2.39,minute.maid,0
3653,9472,2.39,minute.maid,0
3654,5120,2.39,minute.maid,0
3655,20096,1.79,minute.maid,1
3656,19008,2.39,minute.maid,0
3657,51072.00001,1.69,minute.maid,1
3658,19584,1.69,minute.maid,0
3659,5248,2.39,minute.maid,0
3660,7168,2.39,minute.maid,0
3661,4416,2.39,minute.maid,0
3662,4864,2.39,minute.maid,0
3663,6080,2.39,minute.maid,0
3664,8576,2.39,minute.maid,0
3665,55487.99999,1.29,minute.maid,1
3666,6080,2.39,minute.maid,0
3667,22848,1.99,minute.maid,1
3668,11136,1.94,minute.maid,0
3669,9024,1.86,minute.maid,0
3670,12800,1.79,minute.maid,0
3671,99968.00002,1.69,minute.maid,1
3672,5632,2.39,minute.maid,0
3673,22464,1.49,minute.maid,0
3674,5824,2.31,minute.maid,0
3675,9344,2.15,minute.maid,0
3676,12736,1.99,minute.maid,0
3677,10816,1.99,minute.maid,0
3678,8576,2.04,minute.maid,0
3679,4608,2.39,minute.maid,0
3680,22400,1.99,minute.maid,1
3681,14592,1.99,minute.maid,0
3682,9088,2.08,minute.maid,0
3683,7744,2.49,minute.maid,1
3684,8448,2.49,minute.maid,1
3685,5632,2.57,minute.maid,0
3686,7488,2.27,minute.maid,0
3687,10368,1.99,minute.maid,0
3688,84544.00001,1.99,minute.maid,1
3689,8192,2.16,minute.maid,0
3690,6464,2.32,minute.maid,0
3691,21888,1.99,minute.maid,1
3692,9920,2.16,minute.maid,0
3693,8960,2.24,minute.maid,0
3694,26112.00001,1.99,minute.maid,1
3695,14272,2.12,minute.maid,0
3696,5312,2.78,minute.maid,0
3697,29440,2.09,minute.maid,1
3698,4736,2.79,minute.maid,0
3699,6080,2.79,minute.maid,0
3700,4928,2.79,minute.maid,0
3701,19328,2.09,minute.maid,1
3702,5568,2.83,minute.maid,0
3703,4032,2.89,minute.maid,0
3704,5440,2.89,minute.maid,0
3705,5568,2.89,minute.maid,0
3706,6080,2.42,minute.maid,0
3707,21632,1.99,minute.maid,1
3708,7232,2.37,minute.maid,1
3709,6272,2.89,minute.maid,0
3710,33088,2.29,minute.maid,1
3711,7104,2.87,minute.maid,0
3712,4608,2.81,minute.maid,1
3713,49407.99998,1.99,minute.maid,1
3714,34175.99999,1.94,minute.maid,1
3715,17088,1.69,minute.maid,0
3716,16576,1.74,minute.maid,0
3717,33407.99999,1.99,minute.maid,1
3718,12672,1.84,minute.maid,0
3719,6656,2.73,minute.maid,0
3720,48768,2.19,minute.maid,1
3721,1920,1.59,dominicks,1
3722,1792,2.69,dominicks,0
3723,3328,2.69,dominicks,0
3724,3328,2.69,dominicks,0
3725,1664,2.69,dominicks,0
3726,1088,2.69,dominicks,0
3727,4032,2.69,dominicks,0
3728,5504,2.09,dominicks,1
3729,2816,2.09,dominicks,0
3730,1536,2.09,dominicks,0
3731,1664,2.09,dominicks,0
3732,17536,1.89,dominicks,1
3733,7936,1.89,dominicks,0
3734,3136,1.89,dominicks,0
3735,1792,1.79,dominicks,0
3736,11200,1.79,dominicks,1
3737,2752,1.79,dominicks,0
3738,1984,2.69,dominicks,0
3739,39616,1.24,dominicks,1
3740,2368,1.59,dominicks,0
3741,15424,1.59,dominicks,1
3742,21184,1.29,dominicks,0
3743,22591.99999,0.99,dominicks,0
3744,12608,1.59,dominicks,1
3745,11264,2.49,dominicks,1
3746,7616,2.69,dominicks,0
3747,36992,1.39,dominicks,1
3748,1408,2.69,dominicks,0
3749,2304,2.69,dominicks,0
3750,77887.99997,0.99,dominicks,1
3751,704,2.69,dominicks,0
3752,6976,2.69,dominicks,0
3753,36799.99999,1.49,dominicks,1
3754,10368,1.49,dominicks,0
3755,1216,2.69,dominicks,0
3756,2176,2.69,dominicks,0
3757,7232,1.99,dominicks,1
3758,33024.00001,1.09,dominicks,1
3759,1024,2.69,dominicks,0
3760,2688,2.69,dominicks,0
3761,12352,1.59,dominicks,1
3762,13888,1.59,dominicks,0
3763,12160,1.59,dominicks,0
3764,71359.99998,0.99,dominicks,1
3765,640,2.69,dominicks,1
3766,192,2.69,dominicks,0
3767,640,2.69,dominicks,0
3768,4480,2.69,dominicks,0
3769,19008,1.59,dominicks,1
3770,8128,1.59,dominicks,0
3771,832,2.39,dominicks,0
3772,9856,1.49,dominicks,1
3773,4608,1.29,dominicks,0
3774,1472,1.99,dominicks,0
3775,4416,1.99,dominicks,0
3776,23168,1.59,dominicks,1
3777,15552,1.59,dominicks,0
3778,2304,1.99,dominicks,0
3779,61568,0.99,dominicks,1
3780,15424,0.99,dominicks,0
3781,30143.99999,1.49,dominicks,1
3782,11648,1.49,dominicks,0
3783,15424,1.39,dominicks,0
3784,8384,1.39,dominicks,0
3785,16384,1.59,dominicks,1
3786,12352,1.59,dominicks,0
3787,15040,1.55,dominicks,0
3788,7424,1.56,dominicks,0
3789,4544,1.99,dominicks,0
3790,4480,1.83,dominicks,0
3791,10240,1.69,dominicks,1
3792,7872,1.76,dominicks,0
3793,3008,1.99,dominicks,0
3794,18496,1.5,dominicks,1
3795,18048,1.59,dominicks,0
3796,15616,1.59,dominicks,1
3797,16064,1.69,dominicks,1
3798,11456,1.69,dominicks,0
3799,6016,1.76,dominicks,0
3800,5824,1.8,dominicks,0
3801,18688,1.47,dominicks,0
3802,46336.00001,1.29,dominicks,0
3803,14720,1.41,dominicks,0
3804,5312,1.76,dominicks,0
3805,12864,1.69,dominicks,0
3806,6272,1.59,dominicks,0
3807,42943.99999,1.39,dominicks,1
3808,20288,1.46,dominicks,0
3809,28543.99999,1.59,dominicks,0
3810,8320,1.71,dominicks,0
3811,4544,1.99,dominicks,0
3812,8384,1.49,dominicks,0
3813,49279.99999,1.29,dominicks,1
3814,4288,1.49,dominicks,0
3815,8960,1.99,dominicks,0
3816,9856,1.99,dominicks,0
3817,5632,2.09,dominicks,0
3818,20992,1.69,dominicks,0
3819,54336.00002,1.69,dominicks,0
3820,21248,1.76,dominicks,0
3821,7680,2.09,dominicks,0
3822,5440,2.04,dominicks,0
3823,3456,1.99,dominicks,0
3824,6272,1.72,dominicks,0
3825,6528,1.4,dominicks,0
3826,6080,1.93,dominicks,0
3827,10176,1.69,dominicks,0
3828,23424.00001,1.49,dominicks,1
3829,5760,1.99,dominicks,1
3830,7232,2.01,dominicks,0
3831,14400,1.34,dominicks,0
3832,13120,1.32,dominicks,0
3833,3328,2.12,dominicks,0
3834,2496,2.24,dominicks,0
3835,5120,1.97,dominicks,0
3836,29888,1.49,dominicks,0
3837,6976,1.7,dominicks,0
3838,6272,2.59,tropicana,0
3839,5440,2.65,tropicana,0
3840,6720,2.68,tropicana,0
3841,6656,2.67,tropicana,0
3842,5760,2.66,tropicana,0
3843,5632,2.66,tropicana,0
3844,6400,2.65,tropicana,0
3845,5760,2.67,tropicana,0
3846,6784,2.66,tropicana,0
3847,7680,2.67,tropicana,0
3848,6016,2.67,tropicana,1
3849,6208,2.67,tropicana,0
3850,4544,2.66,tropicana,0
3851,5632,2.66,tropicana,0
3852,6144,2.68,tropicana,0
3853,6016,2.66,tropicana,0
3854,7360,2.67,tropicana,0
3855,5888,2.67,tropicana,0
3856,6528,2.59,tropicana,0
3857,6144,2.59,tropicana,0
3858,6912,2.59,tropicana,0
3859,24896,2.39,tropicana,0
3860,8512,2.39,tropicana,0
3861,6336,2.59,tropicana,0
3862,5440,2.59,tropicana,0
3863,6080,2.59,tropicana,0
3864,5248,2.59,tropicana,0
3865,6784,2.59,tropicana,0
3866,9408,2.49,tropicana,0
3867,5376,2.59,tropicana,0
3868,5440,2.59,tropicana,0
3869,6208,2.59,tropicana,0
3870,5120,2.73,tropicana,0
3871,143104.0001,1.36,tropicana,1
3872,34495.99999,2.73,tropicana,0
3873,22784,1.99,tropicana,1
3874,6784,2.73,tropicana,0
3875,27648.00001,1.99,tropicana,1
3876,10944,1.99,tropicana,0
3877,4160,2.73,tropicana,0
3878,49664.00002,2.29,tropicana,1
3879,4288,2.73,tropicana,0
3880,5184,2.73,tropicana,0
3881,27967.99999,1.99,tropicana,0
3882,12544,1.99,tropicana,0
3883,4160,2.73,tropicana,0
3884,9600,2.73,tropicana,0
3885,18176,1.99,tropicana,0
3886,11456,1.99,tropicana,0
